# 143GHz 217GHz 353GHz
1.378928869962692261e-01 4.061555564403533936e-01 4.110869467258453369e-01
1.376395970582962036e-01 4.058354794979095459e-01 4.107746183872222900e-01
1.373866349458694458e-01 4.055155217647552490e-01 4.104624092578887939e-01
1.371339857578277588e-01 4.051956534385681152e-01 4.101503193378448486e-01
1.368816643953323364e-01 4.048759341239929199e-01 4.098382890224456787e-01
1.366296559572219849e-01 4.045563042163848877e-01 4.095264077186584473e-01
1.363779604434967041e-01 4.042367637157440186e-01 4.092146158218383789e-01
1.361265778541564941e-01 4.039173424243927002e-01 4.089029431343078613e-01
1.358755230903625488e-01 4.035980701446533203e-01 4.085913896560668945e-01
1.356247812509536743e-01 4.032788872718811035e-01 4.082799255847930908e-01
1.353743672370910645e-01 4.029597938060760498e-01 4.079685807228088379e-01
1.351242512464523315e-01 4.026408195495605469e-01 4.076573550701141357e-01
1.348744630813598633e-01 4.023219645023345947e-01 4.073462486267089844e-01
1.346250027418136597e-01 4.020032286643981934e-01 4.070352315902709961e-01
1.343758404254913330e-01 4.016845822334289551e-01 4.067243337631225586e-01
1.341270059347152710e-01 4.013660550117492676e-01 4.064135253429412842e-01
1.338784694671630859e-01 4.010476469993591309e-01 4.061028659343719482e-01
1.336302757263183594e-01 4.007293581962585449e-01 4.057922959327697754e-01
1.333823800086975098e-01 4.004111886024475098e-01 4.054818451404571533e-01
1.331348121166229248e-01 4.000931084156036377e-01 4.051715135574340820e-01
1.328875422477722168e-01 3.997751176357269287e-01 4.048612713813781738e-01
1.326406151056289673e-01 3.994572758674621582e-01 4.045511484146118164e-01
1.323939859867095947e-01 3.991395533084869385e-01 4.042411446571350098e-01
1.321476697921752930e-01 3.988219201564788818e-01 4.039312601089477539e-01
1.319016814231872559e-01 3.985044062137603760e-01 4.036214649677276611e-01
1.316559910774230957e-01 3.981870114803314209e-01 4.033118188381195068e-01
1.314106285572052002e-01 3.978697359561920166e-01 4.030022621154785156e-01
1.311655789613723755e-01 3.975525498390197754e-01 4.026927947998046875e-01
1.309208422899246216e-01 3.972354829311370850e-01 4.023834764957427979e-01
1.306764334440231323e-01 3.969185352325439453e-01 4.020742475986480713e-01
1.304323226213455200e-01 3.966017067432403564e-01 4.017651379108428955e-01
1.301885396242141724e-01 3.962849974632263184e-01 4.014561474323272705e-01
1.299450695514678955e-01 3.959683775901794434e-01 4.011472463607788086e-01
1.297018975019454956e-01 3.956518769264221191e-01 4.008384943008422852e-01
1.294590532779693604e-01 3.953354954719543457e-01 4.005298316478729248e-01
1.292165219783782959e-01 3.950192332267761230e-01 4.002212882041931152e-01
1.289743036031723022e-01 3.947030603885650635e-01 3.999128341674804688e-01
1.287323981523513794e-01 3.943870365619659424e-01 3.996045291423797607e-01
1.284908056259155273e-01 3.940711319446563721e-01 3.992963433265686035e-01
1.282495409250259399e-01 3.937552869319915771e-01 3.989882469177246094e-01
1.280085742473602295e-01 3.934396207332611084e-01 3.986802697181701660e-01
1.277679204940795898e-01 3.931240439414978027e-01 3.983724415302276611e-01
1.275275796651840210e-01 3.928085565567016602e-01 3.980646729469299316e-01
1.272875666618347168e-01 3.924932181835174561e-01 3.977570235729217529e-01
1.270478516817092896e-01 3.921779692173004150e-01 3.974495232105255127e-01
1.268084496259689331e-01 3.918628692626953125e-01 3.971421420574188232e-01
1.265693753957748413e-01 3.915478587150573730e-01 3.968348503112792969e-01
1.263305991888046265e-01 3.912329673767089844e-01 3.965276777744293213e-01
1.260921359062194824e-01 3.909181952476501465e-01 3.962206244468688965e-01
1.258540004491806030e-01 3.906035423278808594e-01 3.959136605262756348e-01
1.256161630153656006e-01 3.902890086174011230e-01 3.956068456172943115e-01
1.253786385059356689e-01 3.899745643138885498e-01 3.953001201152801514e-01
1.251414269208908081e-01 3.896602690219879150e-01 3.949935436248779297e-01
1.249045282602310181e-01 3.893460631370544434e-01 3.946870565414428711e-01
1.246679425239562988e-01 3.890320062637329102e-01 3.943806886672973633e-01
1.244316622614860535e-01 3.887180387973785400e-01 3.940744400024414062e-01
1.241957023739814758e-01 3.884041905403137207e-01 3.937683105468750000e-01
1.239600479602813721e-01 3.880904614925384521e-01 3.934623003005981445e-01
1.237247064709663391e-01 3.877768516540527344e-01 3.931563794612884521e-01
1.234896704554557800e-01 3.874633610248565674e-01 3.928505778312683105e-01
1.232549473643302917e-01 3.871499896049499512e-01 3.925449252128601074e-01
1.230205446481704712e-01 3.868367373943328857e-01 3.922393620014190674e-01
1.227864399552345276e-01 3.865235745906829834e-01 3.919339179992675781e-01
1.225526481866836548e-01 3.862105607986450195e-01 3.916285932064056396e-01
1.223191693425178528e-01 3.858976662158966064e-01 3.913233876228332520e-01
1.220860034227371216e-01 3.855848610401153564e-01 3.910183310508728027e-01
1.218531429767608643e-01 3.852722048759460449e-01 3.907133638858795166e-01
1.216205954551696777e-01 3.849596381187438965e-01 3.904084861278533936e-01
1.213883534073829651e-01 3.846472203731536865e-01 3.901037573814392090e-01
1.211564168334007263e-01 3.843348920345306396e-01 3.897991478443145752e-01
1.209248006343841553e-01 3.840227127075195312e-01 3.894946277141571045e-01
1.206934824585914612e-01 3.837106227874755859e-01 3.891902267932891846e-01
1.204624772071838379e-01 3.833986818790435791e-01 3.888859748840332031e-01
1.202317848801612854e-01 3.830868303775787354e-01 3.885818123817443848e-01
1.200013980269432068e-01 3.827750980854034424e-01 3.882777988910675049e-01
1.197713166475296021e-01 3.824635148048400879e-01 3.879738748073577881e-01
1.195415481925010681e-01 3.821520209312438965e-01 3.876700699329376221e-01
1.193120852112770081e-01 3.818406760692596436e-01 3.873663842678070068e-01
1.190829277038574219e-01 3.815294206142425537e-01 3.870628476142883301e-01
1.188540831208229065e-01 3.812182843685150146e-01 3.867594003677368164e-01
1.186255440115928650e-01 3.809072971343994141e-01 3.864560723304748535e-01
1.183973103761672974e-01 3.805963993072509766e-01 3.861528635025024414e-01
1.181693822145462036e-01 3.802856504917144775e-01 3.858497738838195801e-01
1.179417669773101807e-01 3.799749910831451416e-01 3.855468034744262695e-01
1.177144572138786316e-01 3.796644806861877441e-01 3.852439522743225098e-01
1.174874529242515564e-01 3.793540894985198975e-01 3.849412202835083008e-01
1.172607541084289551e-01 3.790437877178192139e-01 3.846386075019836426e-01
1.170343682169914246e-01 3.787336349487304688e-01 3.843361139297485352e-01
1.168082803487777710e-01 3.784236013889312744e-01 3.840337097644805908e-01
1.165825054049491882e-01 3.781136572360992432e-01 3.837314546108245850e-01
1.163570284843444824e-01 3.778038918972015381e-01 3.834293186664581299e-01
1.161318644881248474e-01 3.774942159652709961e-01 3.831273019313812256e-01
1.159069985151290894e-01 3.771846294403076172e-01 3.828254044055938721e-01
1.156824454665184021e-01 3.768751919269561768e-01 3.825236260890960693e-01
1.154581904411315918e-01 3.765659034252166748e-01 3.822219669818878174e-01
1.152342483401298523e-01 3.762567043304443359e-01 3.819204270839691162e-01
1.150106042623519897e-01 3.759476244449615479e-01 3.816190063953399658e-01
1.147872656583786011e-01 3.756386935710906982e-01 3.813177049160003662e-01
1.145642325282096863e-01 3.753298521041870117e-01 3.810165226459503174e-01
1.143415048718452454e-01 3.750211596488952637e-01 3.807154595851898193e-01
1.141190826892852783e-01 3.747125864028930664e-01 3.804145455360412598e-01
1.138969659805297852e-01 3.744041323661804199e-01 3.801137208938598633e-01
1.136751472949981689e-01 3.740957975387573242e-01 3.798130154609680176e-01
1.134536340832710266e-01 3.737875819206237793e-01 3.795124292373657227e-01
1.132324263453483582e-01 3.734794855117797852e-01 3.792119622230529785e-01
1.130115166306495667e-01 3.731715083122253418e-01 3.789116144180297852e-01
1.127909198403358459e-01 3.728636801242828369e-01 3.786113858222961426e-01
1.125706136226654053e-01 3.725559711456298828e-01 3.783113062381744385e-01
1.123506203293800354e-01 3.722483515739440918e-01 3.780113160610198975e-01
1.121309250593185425e-01 3.719408810138702393e-01 3.777114748954772949e-01
1.119115352630615234e-01 3.716335296630859375e-01 3.774117231369018555e-01
1.116924434900283813e-01 3.713262975215911865e-01 3.771121203899383545e-01
1.114736571907997131e-01 3.710192143917083740e-01 3.768126070499420166e-01
1.112551689147949219e-01 3.707122206687927246e-01 3.765132427215576172e-01
1.110369786620140076e-01 3.704053759574890137e-01 3.762139976024627686e-01
1.108191013336181641e-01 3.700986504554748535e-01 3.759148716926574707e-01
1.106015145778656006e-01 3.697920441627502441e-01 3.756158649921417236e-01
1.103842332959175110e-01 3.694855570793151855e-01 3.753169476985931396e-01
1.101672500371932983e-01 3.691791892051696777e-01 3.750182092189788818e-01
1.099505722522735596e-01 3.688729703426361084e-01 3.747195601463317871e-01
1.097341999411582947e-01 3.685668706893920898e-01 3.744210302829742432e-01
1.095181182026863098e-01 3.682608902454376221e-01 3.741226494312286377e-01
1.093023419380187988e-01 3.679550290107727051e-01 3.738243579864501953e-01
1.090868636965751648e-01 3.676492869853973389e-01 3.735261857509613037e-01
1.088716834783554077e-01 3.673436641693115234e-01 3.732281625270843506e-01
1.086568012833595276e-01 3.670381903648376465e-01 3.729302287101745605e-01
1.084422245621681213e-01 3.667328357696533203e-01 3.726324439048767090e-01
1.082279384136199951e-01 3.664276301860809326e-01 3.723347783088684082e-01
1.080139577388763428e-01 3.661224842071533203e-01 3.720372319221496582e-01
1.078002750873565674e-01 3.658175170421600342e-01 3.717398047447204590e-01
1.075868904590606689e-01 3.655126690864562988e-01 3.714425265789031982e-01
1.073738038539886475e-01 3.652079403400421143e-01 3.711453378200531006e-01
1.071610152721405029e-01 3.649033308029174805e-01 3.708482980728149414e-01
1.069485321640968323e-01 3.645988702774047852e-01 3.705513477325439453e-01
1.067363396286964417e-01 3.642945289611816406e-01 3.702545464038848877e-01
1.065244451165199280e-01 3.639903068542480469e-01 3.699578642845153809e-01
1.063128486275672913e-01 3.636862039566040039e-01 3.696613013744354248e-01
1.061015501618385315e-01 3.633822202682495117e-01 3.693648576736450195e-01
1.058905497193336487e-01 3.630783855915069580e-01 3.690685331821441650e-01
1.056798398494720459e-01 3.627746701240539551e-01 3.687723278999328613e-01
1.054694354534149170e-01 3.624710738658905029e-01 3.684762716293334961e-01
1.052593216300010681e-01 3.621676266193389893e-01 3.681803047657012939e-01
1.050495058298110962e-01 3.618642687797546387e-01 3.678844869136810303e-01
1.048399880528450012e-01 3.615610897541046143e-01 3.675887882709503174e-01
1.046307682991027832e-01 3.612580001354217529e-01 3.672932088375091553e-01
1.044218391180038452e-01 3.609550595283508301e-01 3.669977486133575439e-01
1.042132079601287842e-01 3.606522083282470703e-01 3.667024075984954834e-01
1.040048748254776001e-01 3.603495359420776367e-01 3.664072155952453613e-01
1.037968322634696960e-01 3.600469529628753662e-01 3.661121428012847900e-01
1.035890877246856689e-01 3.597445189952850342e-01 3.658171892166137695e-01
1.033816337585449219e-01 3.594422042369842529e-01 3.655223548412322998e-01
1.031744778156280518e-01 3.591400086879730225e-01 3.652276396751403809e-01
1.029676198959350586e-01 3.588379621505737305e-01 3.649330437183380127e-01
1.027610525488853455e-01 3.585360348224639893e-01 3.646385967731475830e-01
1.025547757744789124e-01 3.582342267036437988e-01 3.643442690372467041e-01
1.023487970232963562e-01 3.579325377941131592e-01 3.640500307083129883e-01
1.021431162953376770e-01 3.576309978961944580e-01 3.637559711933135986e-01
1.019377261400222778e-01 3.573295772075653076e-01 3.634619712829589844e-01
1.017326265573501587e-01 3.570283055305480957e-01 3.631681501865386963e-01
1.015278175473213196e-01 3.567271232604980469e-01 3.628744482994079590e-01
1.013233065605163574e-01 3.564260900020599365e-01 3.625808656215667725e-01
1.011190935969352722e-01 3.561252057552337646e-01 3.622873723506927490e-01
1.009151637554168701e-01 3.558244407176971436e-01 3.619940578937530518e-01
1.007115319371223450e-01 3.555237948894500732e-01 3.617008328437805176e-01
1.005081832408905029e-01 3.552232682704925537e-01 3.614077270030975342e-01
1.003051400184631348e-01 3.549228906631469727e-01 3.611147999763488770e-01
1.001023799180984497e-01 3.546226322650909424e-01 3.608219623565673828e-01
9.989991784095764160e-02 3.543224930763244629e-01 3.605292439460754395e-01
9.969773888587951660e-02 3.540225028991699219e-01 3.602366447448730469e-01
9.949585795402526855e-02 3.537226617336273193e-01 3.599441945552825928e-01
9.929426759481430054e-02 3.534229099750518799e-01 3.596518635749816895e-01
9.909296780824661255e-02 3.531233072280883789e-01 3.593596518039703369e-01
9.889195859432220459e-02 3.528238236904144287e-01 3.590675592422485352e-01
9.869123250246047974e-02 3.525244891643524170e-01 3.587756156921386719e-01
9.849080443382263184e-02 3.522252738475799561e-01 3.584837615489959717e-01
9.829066693782806396e-02 3.519261777400970459e-01 3.581920564174652100e-01
9.809082001447677612e-02 3.516272008419036865e-01 3.579004704952239990e-01
9.789125621318817139e-02 3.513284027576446533e-01 3.576090335845947266e-01
9.769199043512344360e-02 3.510296940803527832e-01 3.573177158832550049e-01
9.749300777912139893e-02 3.507311344146728516e-01 3.570264875888824463e-01
9.729431569576263428e-02 3.504326939582824707e-01 3.567354381084442139e-01
9.709591418504714966e-02 3.501343727111816406e-01 3.564444780349731445e-01
9.689780324697494507e-02 3.498362302780151367e-01 3.561536669731140137e-01
9.669998288154602051e-02 3.495381772518157959e-01 3.558629751205444336e-01
9.650244563817977905e-02 3.492402732372283936e-01 3.555724024772644043e-01
9.630519896745681763e-02 3.489424884319305420e-01 3.552819490432739258e-01
9.610823541879653931e-02 3.486448228359222412e-01 3.549916446208953857e-01
9.591156989336013794e-02 3.483473062515258789e-01 3.547014594078063965e-01
9.571518003940582275e-02 3.480499386787414551e-01 3.544113934040069580e-01
9.551908820867538452e-02 3.477526903152465820e-01 3.541214466094970703e-01
9.532327950000762939e-02 3.474555313587188721e-01 3.538316488265991211e-01
9.512776136398315430e-02 3.471585512161254883e-01 3.535419702529907227e-01
9.493252635002136230e-02 3.468616902828216553e-01 3.532524406909942627e-01
9.473757445812225342e-02 3.465649485588073730e-01 3.529630005359649658e-01
9.454292058944702148e-02 3.462683558464050293e-01 3.526737093925476074e-01
9.434854239225387573e-02 3.459718823432922363e-01 3.523845374584197998e-01
9.415445476770401001e-02 3.456755578517913818e-01 3.520954847335815430e-01
9.396065026521682739e-02 3.453793525695800781e-01 3.518065810203552246e-01
9.376713633537292480e-02 3.450832664966583252e-01 3.515177965164184570e-01
9.357390552759170532e-02 3.447873294353485107e-01 3.512291312217712402e-01
9.338095784187316895e-02 3.444915413856506348e-01 3.509406149387359619e-01
9.318830072879791260e-02 3.441958725452423096e-01 3.506522178649902344e-01
9.299592673778533936e-02 3.439002931118011475e-01 3.503639400005340576e-01
9.280383586883544922e-02 3.436048924922943115e-01 3.500758111476898193e-01
9.261203557252883911e-02 3.433096110820770264e-01 3.497878015041351318e-01
9.242051094770431519e-02 3.430144786834716797e-01 3.494999110698699951e-01
9.222927689552307129e-02 3.427194654941558838e-01 3.492121398448944092e-01
9.203832596540451050e-02 3.424245715141296387e-01 3.489245176315307617e-01
9.184765815734863281e-02 3.421298265457153320e-01 3.486370146274566650e-01
9.165727347135543823e-02 3.418352007865905762e-01 3.483496308326721191e-01
9.146717190742492676e-02 3.415407240390777588e-01 3.480623960494995117e-01
9.127736091613769531e-02 3.412463665008544922e-01 3.477752804756164551e-01
9.108782559633255005e-02 3.409521579742431641e-01 3.474882841110229492e-01
9.089857339859008789e-02 3.406580686569213867e-01 3.472014367580413818e-01
9.070960432291030884e-02 3.403641283512115479e-01 3.469147086143493652e-01
9.052091836929321289e-02 3.400703072547912598e-01 3.466280996799468994e-01
9.033251553773880005e-02 3.397766053676605225e-01 3.463416397571563721e-01
9.014440327882766724e-02 3.394830524921417236e-01 3.460552990436553955e-01
8.995655924081802368e-02 3.391896486282348633e-01 3.457690775394439697e-01
8.976900577545166016e-02 3.388963639736175537e-01 3.454830050468444824e-01
8.958172798156738281e-02 3.386031985282897949e-01 3.451970517635345459e-01
8.939474076032638550e-02 3.383101820945739746e-01 3.449112474918365479e-01
8.920802921056747437e-02 3.380172848701477051e-01 3.446255624294281006e-01
8.902159333229064941e-02 3.377245366573333740e-01 3.443399965763092041e-01
8.883544802665710449e-02 3.374319076538085938e-01 3.440545499324798584e-01
8.864957839250564575e-02 3.371394276618957520e-01 3.437692523002624512e-01
8.846399188041687012e-02 3.368470966815948486e-01 3.434840738773345947e-01
8.827868103981018066e-02 3.365548551082611084e-01 3.431990444660186768e-01
8.809366077184677124e-02 3.362627923488616943e-01 3.429141342639923096e-01
8.790890872478485107e-02 3.359708487987518311e-01 3.426293432712554932e-01
8.772443979978561401e-02 3.356790244579315186e-01 3.423447012901306152e-01
8.754025399684906006e-02 3.353873491287231445e-01 3.420601785182952881e-01
8.735634386539459229e-02 3.350957930088043213e-01 3.417758047580718994e-01
8.717271685600280762e-02 3.348043859004974365e-01 3.414915502071380615e-01
8.698936551809310913e-02 3.345130980014801025e-01 3.412074148654937744e-01
8.680628985166549683e-02 3.342219591140747070e-01 3.409234285354614258e-01
8.662349730730056763e-02 3.339309394359588623e-01 3.406395614147186279e-01
8.644098788499832153e-02 3.336400687694549561e-01 3.403558135032653809e-01
8.625874668359756470e-02 3.333493471145629883e-01 3.400722146034240723e-01
8.607678860425949097e-02 3.330587148666381836e-01 3.397887349128723145e-01
8.589511364698410034e-02 3.327682614326477051e-01 3.395054042339324951e-01
8.571370691061019897e-02 3.324779272079467773e-01 3.392221927642822266e-01
8.553258329629898071e-02 3.321877121925354004e-01 3.389391303062438965e-01
8.535173535346984863e-02 3.318976461887359619e-01 3.386561572551727295e-01
8.517116308212280273e-02 3.316077291965484619e-01 3.383733630180358887e-01
8.499086648225784302e-02 3.313179314136505127e-01 3.380906879901885986e-01
8.481085300445556641e-02 3.310282528400421143e-01 3.378081321716308594e-01
8.463111519813537598e-02 3.307387530803680420e-01 3.375256955623626709e-01
8.445164561271667480e-02 3.304493427276611328e-01 3.372434079647064209e-01
8.427245914936065674e-02 3.301601111888885498e-01 3.369612693786621094e-01
8.409354090690612793e-02 3.298709690570831299e-01 3.366792500019073486e-01
8.391490578651428223e-02 3.295820057392120361e-01 3.363973498344421387e-01
8.373654633760452271e-02 3.292931318283081055e-01 3.361155986785888672e-01
8.355845510959625244e-02 3.290044367313385010e-01 3.358339667320251465e-01
8.338064700365066528e-02 3.287158608436584473e-01 3.355524837970733643e-01
8.320310711860656738e-02 3.284274041652679443e-01 3.352710902690887451e-01
8.302585035562515259e-02 3.281390964984893799e-01 3.349898755550384521e-01
8.284886181354522705e-02 3.278509378433227539e-01 3.347087800502777100e-01
8.267214894294738770e-02 3.275628983974456787e-01 3.344278037548065186e-01
8.249570429325103760e-02 3.272750079631805420e-01 3.341469764709472656e-01
8.231954276561737061e-02 3.269872367382049561e-01 3.338662981986999512e-01
8.214364945888519287e-02 3.266996145248413086e-01 3.335857093334197998e-01
8.196803182363510132e-02 3.264121413230895996e-01 3.333052694797515869e-01
8.179268985986709595e-02 3.261247873306274414e-01 3.330249786376953125e-01
8.161761611700057983e-02 3.258375525474548340e-01 3.327448070049285889e-01
8.144281804561614990e-02 3.255504965782165527e-01 3.324647843837738037e-01
8.126828819513320923e-02 3.252635300159454346e-01 3.321848809719085693e-01
8.109403401613235474e-02 3.249767422676086426e-01 3.319051265716552734e-01
8.092005550861358643e-02 3.246900737285614014e-01 3.316254913806915283e-01
8.074634522199630737e-02 3.244035243988037109e-01 3.313459753990173340e-01
8.057290315628051758e-02 3.241171240806579590e-01 3.310666084289550781e-01
8.039973676204681396e-02 3.238308727741241455e-01 3.307873904705047607e-01
8.022684603929519653e-02 3.235447406768798828e-01 3.305082619190216064e-01
8.005421608686447144e-02 3.232587575912475586e-01 3.302293121814727783e-01
7.988186180591583252e-02 3.229729235172271729e-01 3.299504816532135010e-01
7.970978319644927979e-02 3.226872086524963379e-01 3.296717703342437744e-01
7.953796535730361938e-02 3.224016427993774414e-01 3.293932080268859863e-01
7.936642318964004517e-02 3.221161961555480957e-01 3.291147947311401367e-01
7.919515669345855713e-02 3.218308985233306885e-01 3.288365006446838379e-01
7.902415096759796143e-02 3.215457201004028320e-01 3.285583257675170898e-01
7.885342091321945190e-02 3.212607204914093018e-01 3.282802999019622803e-01
7.868295907974243164e-02 3.209758102893829346e-01 3.280023932456970215e-01
7.851276546716690063e-02 3.206910789012908936e-01 3.277246356010437012e-01
7.834284007549285889e-02 3.204064667224884033e-01 3.274469971656799316e-01
7.817318290472030640e-02 3.201219737529754639e-01 3.271695077419281006e-01
7.800379395484924316e-02 3.198376595973968506e-01 3.268921673297882080e-01
7.783467322587966919e-02 3.195534646511077881e-01 3.266149461269378662e-01
7.766582071781158447e-02 3.192693889141082764e-01 3.263378441333770752e-01
7.749723643064498901e-02 3.189854621887207031e-01 3.260608911514282227e-01
7.732892036437988281e-02 3.187016844749450684e-01 3.257840871810913086e-01
7.716087251901626587e-02 3.184180557727813721e-01 3.255074024200439453e-01
7.699309289455413818e-02 3.181345462799072266e-01 3.252308368682861328e-01
7.682558149099349976e-02 3.178511857986450195e-01 3.249544203281402588e-01
7.665833085775375366e-02 3.175679445266723633e-01 3.246781527996063232e-01
7.649134844541549683e-02 3.172848522663116455e-01 3.244020044803619385e-01
7.632464170455932617e-02 3.170019090175628662e-01 3.241260051727294922e-01
7.615818828344345093e-02 3.167190849781036377e-01 3.238501250743865967e-01
7.599201053380966187e-02 3.164364099502563477e-01 3.235743939876556396e-01
7.582609355449676514e-02 3.161538839340209961e-01 3.232987821102142334e-01
7.566043734550476074e-02 3.158714771270751953e-01 3.230233192443847656e-01
7.549505680799484253e-02 3.155892193317413330e-01 3.227479755878448486e-01
7.532993704080581665e-02 3.153071105480194092e-01 3.224727809429168701e-01
7.516507804393768311e-02 3.150251209735870361e-01 3.221977353096008301e-01
7.500048726797103882e-02 3.147432804107666016e-01 3.219227790832519531e-01
7.483615726232528687e-02 3.144615888595581055e-01 3.216480016708374023e-01
7.467209547758102417e-02 3.141800165176391602e-01 3.213733434677124023e-01
7.450829446315765381e-02 3.138985931873321533e-01 3.210988342761993408e-01
7.434476166963577271e-02 3.136173188686370850e-01 3.208244442939758301e-01
7.418148964643478394e-02 3.133361637592315674e-01 3.205502033233642578e-01
7.401847839355468750e-02 3.130551576614379883e-01 3.202760815620422363e-01
7.385573536157608032e-02 3.127743005752563477e-01 3.200021088123321533e-01
7.369325309991836548e-02 3.124935925006866455e-01 3.197282552719116211e-01
7.353103160858154297e-02 3.122130036354064941e-01 3.194545507431030273e-01
7.336907088756561279e-02 3.119325637817382812e-01 3.191809952259063721e-01
7.320737838745117188e-02 3.116522431373596191e-01 3.189075589179992676e-01
7.304593920707702637e-02 3.113720715045928955e-01 3.186342716217041016e-01
7.288476824760437012e-02 3.110920488834381104e-01 3.183611035346984863e-01
7.272385805845260620e-02 3.108121752738952637e-01 3.180880844593048096e-01
7.256320863962173462e-02 3.105324208736419678e-01 3.178151845932006836e-01
7.240281254053115845e-02 3.102528154850006104e-01 3.175424337387084961e-01
7.224268466234207153e-02 3.099733591079711914e-01 3.172698318958282471e-01
7.208281755447387695e-02 3.096940517425537109e-01 3.169973492622375488e-01
7.192321121692657471e-02 3.094148635864257812e-01 3.167250156402587891e-01
7.176386564970016479e-02 3.091358244419097900e-01 3.164528012275695801e-01
7.160477340221405029e-02 3.088569343090057373e-01 3.161807358264923096e-01
7.144594192504882812e-02 3.085781633853912354e-01 3.159088194370269775e-01
7.128737121820449829e-02 3.082995712757110596e-01 3.156370222568511963e-01
7.112906128168106079e-02 3.080210685729980469e-01 3.153653442859649658e-01
7.097101211547851562e-02 3.077427446842193604e-01 3.150938451290130615e-01
7.081321626901626587e-02 3.074645400047302246e-01 3.148224651813507080e-01
7.065568119287490845e-02 3.071865141391754150e-01 3.145512044429779053e-01
7.049840688705444336e-02 3.069086074829101562e-01 3.142800927162170410e-01
7.034138590097427368e-02 3.066308200359344482e-01 3.140091300010681152e-01
7.018462568521499634e-02 3.063531816005706787e-01 3.137382864952087402e-01
7.002811878919601440e-02 3.060757219791412354e-01 3.134675920009613037e-01
6.987187266349792480e-02 3.057983517646789551e-01 3.131970167160034180e-01
6.971588730812072754e-02 3.055211603641510010e-01 3.129265904426574707e-01
6.956014782190322876e-02 3.052441179752349854e-01 3.126563131809234619e-01
6.940467655658721924e-02 3.049671947956085205e-01 3.123861551284790039e-01
6.924945116043090820e-02 3.046904206275939941e-01 3.121161460876464844e-01
6.909448653459548950e-02 3.044137656688690186e-01 3.118462860584259033e-01
6.893977522850036621e-02 3.041372895240783691e-01 3.115765452384948730e-01
6.878532469272613525e-02 3.038609325885772705e-01 3.113069236278533936e-01
6.863112747669219971e-02 3.035847246646881104e-01 3.110374808311462402e-01
6.847718358039855957e-02 3.033086657524108887e-01 3.107681572437286377e-01
6.832349300384521484e-02 3.030327260494232178e-01 3.104989528656005859e-01
6.817006319761276245e-02 3.027569651603698730e-01 3.102299273014068604e-01
6.801687926054000854e-02 3.024813234806060791e-01 3.099609911441802979e-01
6.786395609378814697e-02 3.022058308124542236e-01 3.096922338008880615e-01
6.771127879619598389e-02 3.019304573535919189e-01 3.094235956668853760e-01
6.755886226892471313e-02 3.016552627086639404e-01 3.091550767421722412e-01
6.740669906139373779e-02 3.013801872730255127e-01 3.088867366313934326e-01
6.725478917360305786e-02 3.011052608489990234e-01 3.086185157299041748e-01
6.710312515497207642e-02 3.008304834365844727e-01 3.083504140377044678e-01
6.695172190666198730e-02 3.005558550357818604e-01 3.080824613571166992e-01
6.680056452751159668e-02 3.002813756465911865e-01 3.078146576881408691e-01
6.664966791868209839e-02 3.000070154666900635e-01 3.075470030307769775e-01
6.649901717901229858e-02 2.997328042984008789e-01 3.072794675827026367e-01
6.634861975908279419e-02 2.994587421417236328e-01 3.070120811462402344e-01
6.619846820831298828e-02 2.991848289966583252e-01 3.067448139190673828e-01
6.604857742786407471e-02 2.989110350608825684e-01 3.064776957035064697e-01
6.589893251657485962e-02 2.986374199390411377e-01 3.062107264995574951e-01
6.574953347444534302e-02 2.983639240264892578e-01 3.059438765048980713e-01
6.560038775205612183e-02 2.980905771255493164e-01 3.056771755218505859e-01
6.545149534940719604e-02 2.978173792362213135e-01 3.054106235504150391e-01
6.530285626649856567e-02 2.975443005561828613e-01 3.051441907882690430e-01
6.515446305274963379e-02 2.972714006900787354e-01 3.048779070377349854e-01
6.500631570816040039e-02 2.969986200332641602e-01 3.046117722988128662e-01
6.485842168331146240e-02 2.967259883880615234e-01 3.043457567691802979e-01
6.471077352762222290e-02 2.964535057544708252e-01 3.040798902511596680e-01
6.456337869167327881e-02 2.961811721324920654e-01 3.038141429424285889e-01
6.441622972488403320e-02 2.959089875221252441e-01 3.035485446453094482e-01
6.426932662725448608e-02 2.956369519233703613e-01 3.032830953598022461e-01
6.412267684936523438e-02 2.953650355339050293e-01 3.030177950859069824e-01
6.397627294063568115e-02 2.950932681560516357e-01 3.027526140213012695e-01
6.383011490106582642e-02 2.948216497898101807e-01 3.024875819683074951e-01
6.368421018123626709e-02 2.945501804351806641e-01 3.022226691246032715e-01
6.353854387998580933e-02 2.942788600921630859e-01 3.019579052925109863e-01
6.339313089847564697e-02 2.940076887607574463e-01 3.016932904720306396e-01
6.324796378612518311e-02 2.937366366386413574e-01 3.014287948608398438e-01
6.310303509235382080e-02 2.934657633304595947e-01 3.011644780635833740e-01
6.295835971832275391e-02 2.931950092315673828e-01 3.009002506732940674e-01
6.281393021345138550e-02 2.929244041442871094e-01 3.006362020969390869e-01
6.266974657773971558e-02 2.926539480686187744e-01 3.003722727298736572e-01
6.252580881118774414e-02 2.923836410045623779e-01 3.001084923744201660e-01
6.238211318850517273e-02 2.921134829521179199e-01 2.998448312282562256e-01
6.223866343498229980e-02 2.918434441089630127e-01 2.995813488960266113e-01
6.209545955061912537e-02 2.915735542774200439e-01 2.993179857730865479e-01
