# 143GHz 217GHz 353GHz
7.725136280059814453e-01 8.861218690872192383e-01 8.837020993232727051e-01
7.720335721969604492e-01 8.858638405799865723e-01 8.834459781646728516e-01
7.715532779693603516e-01 8.856055736541748047e-01 8.831897377967834473e-01
7.710726857185363770e-01 8.853471279144287109e-01 8.829332590103149414e-01
7.705918550491333008e-01 8.850883841514587402e-01 8.826765418052673340e-01
7.701107859611511230e-01 8.848294019699096680e-01 8.824196457862854004e-01
7.696293592453002930e-01 8.845702409744262695e-01 8.821625113487243652e-01
7.691477537155151367e-01 8.843107819557189941e-01 8.819051384925842285e-01
7.686658501625061035e-01 8.840511441230773926e-01 8.816475868225097656e-01
7.681837081909179688e-01 8.837912678718566895e-01 8.813898563385009766e-01
7.677012681961059570e-01 8.835311532020568848e-01 8.811318278312683105e-01
7.672185897827148438e-01 8.832707405090332031e-01 8.808736205101013184e-01
7.667356729507446289e-01 8.830102086067199707e-01 8.806152343750000000e-01
7.662524580955505371e-01 8.827493786811828613e-01 8.803566098213195801e-01
7.657690048217773438e-01 8.824883103370666504e-01 8.800978064537048340e-01
7.652853131294250488e-01 8.822270631790161133e-01 8.798387646675109863e-01
7.648013234138488770e-01 8.819655776023864746e-01 8.795794844627380371e-01
7.643170952796936035e-01 8.817037940025329590e-01 8.793200254440307617e-01
7.638326287269592285e-01 8.814418911933898926e-01 8.790603280067443848e-01
7.633479237556457520e-01 8.811796903610229492e-01 8.788003921508789062e-01
7.628629207611083984e-01 8.809172511100769043e-01 8.785402774810791016e-01
7.623776793479919434e-01 8.806546330451965332e-01 8.782799839973449707e-01
7.618921995162963867e-01 8.803917169570922852e-01 8.780194520950317383e-01
7.614064812660217285e-01 8.801286816596984863e-01 8.777586817741394043e-01
7.609205245971679688e-01 8.798653483390808105e-01 8.774977326393127441e-01
7.604342699050903320e-01 8.796017765998840332e-01 8.772366046905517578e-01
7.599477767944335938e-01 8.793380260467529297e-01 8.769752383232116699e-01
7.594610452651977539e-01 8.790739774703979492e-01 8.767136335372924805e-01
7.589741349220275879e-01 8.788097500801086426e-01 8.764518499374389648e-01
7.584869265556335449e-01 8.785453438758850098e-01 8.761898279190063477e-01
7.579994201660156250e-01 8.782806396484375000e-01 8.759276270866394043e-01
7.575117349624633789e-01 8.780156970024108887e-01 8.756651878356933594e-01
7.570238113403320312e-01 8.777505755424499512e-01 8.754025697708129883e-01
7.565355896949768066e-01 8.774852156639099121e-01 8.751397132873535156e-01
7.560471892356872559e-01 8.772196769714355469e-01 8.748766183853149414e-01
7.555585503578186035e-01 8.769538402557373047e-01 8.746133446693420410e-01
7.550696134567260742e-01 8.766878247261047363e-01 8.743498921394348145e-01
7.545804977416992188e-01 8.764215707778930664e-01 8.740862011909484863e-01
7.540911436080932617e-01 8.761551380157470703e-01 8.738223314285278320e-01
7.536014914512634277e-01 8.758884072303771973e-01 8.735582232475280762e-01
7.531116604804992676e-01 8.756214976310729980e-01 8.732939362525939941e-01
7.526215910911560059e-01 8.753543496131896973e-01 8.730294108390808105e-01
7.521312832832336426e-01 8.750870227813720703e-01 8.727646470069885254e-01
7.516407370567321777e-01 8.748194575309753418e-01 8.724997639656066895e-01
7.511499524116516113e-01 8.745516538619995117e-01 8.722346425056457520e-01
7.506589293479919434e-01 8.742836117744445801e-01 8.719692826271057129e-01
7.501677274703979492e-01 8.740153908729553223e-01 8.717037439346313477e-01
7.496762275695800781e-01 8.737468719482421875e-01 8.714379668235778809e-01
7.491845488548278809e-01 8.734782338142395020e-01 8.711720108985900879e-01
7.486926317214965820e-01 8.732092976570129395e-01 8.709058165550231934e-01
7.482004761695861816e-01 8.729401826858520508e-01 8.706394433975219727e-01
7.477081418037414551e-01 8.726708292961120605e-01 8.703728914260864258e-01
7.472155094146728516e-01 8.724012970924377441e-01 8.701061010360717773e-01
7.467226982116699219e-01 8.721315264701843262e-01 8.698390722274780273e-01
7.462296485900878906e-01 8.718615174293518066e-01 8.695718646049499512e-01
7.457364201545715332e-01 8.715913295745849609e-01 8.693044781684875488e-01
7.452428936958312988e-01 8.713208436965942383e-01 8.690368533134460449e-01
7.447492480278015137e-01 8.710502386093139648e-01 8.687690496444702148e-01
7.442553043365478516e-01 8.707793354988098145e-01 8.685010671615600586e-01
7.437611222267150879e-01 8.705082535743713379e-01 8.682328462600708008e-01
7.432667613029479980e-01 8.702369928359985352e-01 8.679643869400024414e-01
7.427722215652465820e-01 8.699654340744018555e-01 8.676957488059997559e-01
7.422774434089660645e-01 8.696936964988708496e-01 8.674269318580627441e-01
7.417824268341064453e-01 8.694217801094055176e-01 8.671578764915466309e-01
7.412871718406677246e-01 8.691495656967163086e-01 8.668886423110961914e-01
7.407917380332946777e-01 8.688772320747375488e-01 8.666191697120666504e-01
7.402960658073425293e-01 8.686046004295349121e-01 8.663495182991027832e-01
7.398002147674560547e-01 8.683317899703979492e-01 8.660796880722045898e-01
7.393041849136352539e-01 8.680588006973266602e-01 8.658096194267272949e-01
7.388078570365905762e-01 8.677855730056762695e-01 8.655393719673156738e-01
7.383113503456115723e-01 8.675121068954467773e-01 8.652688860893249512e-01
7.378146648406982422e-01 8.672384023666381836e-01 8.649982213973999023e-01
7.373177409172058105e-01 8.669645190238952637e-01 8.647273778915405273e-01
7.368206381797790527e-01 8.666904568672180176e-01 8.644562959671020508e-01
7.363233566284179688e-01 8.664161562919616699e-01 8.641850352287292480e-01
7.358258366584777832e-01 8.661416172981262207e-01 8.639135956764221191e-01
7.353280782699584961e-01 8.658668994903564453e-01 8.636419177055358887e-01
7.348301410675048828e-01 8.655919432640075684e-01 8.633700609207153320e-01
7.343320250511169434e-01 8.653168082237243652e-01 8.630979657173156738e-01
7.338336706161499023e-01 8.650414347648620605e-01 8.628256916999816895e-01
7.333351373672485352e-01 8.647658228874206543e-01 8.625532388687133789e-01
7.328364253044128418e-01 8.644900321960449219e-01 8.622805476188659668e-01
7.323374748229980469e-01 8.642140626907348633e-01 8.620076775550842285e-01
7.318383455276489258e-01 8.639378547668457031e-01 8.617345690727233887e-01
7.313390374183654785e-01 8.636614084243774414e-01 8.614613413810729980e-01
7.308394908905029297e-01 8.633847832679748535e-01 8.611878752708435059e-01
7.303397655487060547e-01 8.631079196929931641e-01 8.609141707420349121e-01
7.298398613929748535e-01 8.628308773040771484e-01 8.606402873992919922e-01
7.293397188186645508e-01 8.625536561012268066e-01 8.603662252426147461e-01
7.288394570350646973e-01 8.622761368751525879e-01 8.600919842720031738e-01
7.283389568328857422e-01 8.619984984397888184e-01 8.598175048828125000e-01
7.278382778167724609e-01 8.617205619812011719e-01 8.595428466796875000e-01
7.273373603820800781e-01 8.614425063133239746e-01 8.592680096626281738e-01
7.268363237380981445e-01 8.611641526222229004e-01 8.589929342269897461e-01
7.263350486755371094e-01 8.608856797218322754e-01 8.587176799774169922e-01
7.258335947990417480e-01 8.606069684028625488e-01 8.584422469139099121e-01
7.253319621086120605e-01 8.603280186653137207e-01 8.581665754318237305e-01
7.248301506042480469e-01 8.600488901138305664e-01 8.578907251358032227e-01
7.243281602859497070e-01 8.597695231437683105e-01 8.576146960258483887e-01
7.238259315490722656e-01 8.594899773597717285e-01 8.573384881019592285e-01
7.233235836029052734e-01 8.592102527618408203e-01 8.570620417594909668e-01
7.228209972381591797e-01 8.589302897453308105e-01 8.567854166030883789e-01
7.223182916641235352e-01 8.586500883102416992e-01 8.565085530281066895e-01
7.218153476715087891e-01 8.583697676658630371e-01 8.562315702438354492e-01
7.213122844696044922e-01 8.580891489982604980e-01 8.559543490409851074e-01
7.208089828491210938e-01 8.578083515167236328e-01 8.556769490242004395e-01
7.203055620193481445e-01 8.575273752212524414e-01 8.553993105888366699e-01
7.198019027709960938e-01 8.572462201118469238e-01 8.551215529441833496e-01
7.192980647087097168e-01 8.569648265838623047e-01 8.548435568809509277e-01
7.187941074371337891e-01 8.566832542419433594e-01 8.545653820037841797e-01
7.182899117469787598e-01 8.564013838768005371e-01 8.542869687080383301e-01
7.177855968475341797e-01 8.561193943023681641e-01 8.540084362030029297e-01
7.172810435295104980e-01 8.558372259140014648e-01 8.537296056747436523e-01
7.167763710021972656e-01 8.555547595024108887e-01 8.534507155418395996e-01
7.162715196609497070e-01 8.552721738815307617e-01 8.531715273857116699e-01
7.157664895057678223e-01 8.549893498420715332e-01 8.528921604156494141e-01
7.152612805366516113e-01 8.547063469886779785e-01 8.526126146316528320e-01
7.147558927536010742e-01 8.544231057167053223e-01 8.523328900337219238e-01
7.142503857612609863e-01 8.541396856307983398e-01 8.520529866218566895e-01
7.137446999549865723e-01 8.538560867309570312e-01 8.517729043960571289e-01
7.132388353347778320e-01 8.535722494125366211e-01 8.514925837516784668e-01
7.127327919006347656e-01 8.532882332801818848e-01 8.512120842933654785e-01
7.122265696525573730e-01 8.530040383338928223e-01 8.509314060211181641e-01
7.117201685905456543e-01 8.527196049690246582e-01 8.506505489349365234e-01
7.112136483192443848e-01 8.524349927902221680e-01 8.503694534301757812e-01
7.107069492340087891e-01 8.521501421928405762e-01 8.500881791114807129e-01
7.102001309394836426e-01 8.518651127815246582e-01 8.498067259788513184e-01
7.096930742263793945e-01 8.515799045562744141e-01 8.495250940322875977e-01
7.091858983039855957e-01 8.512944579124450684e-01 8.492432832717895508e-01
7.086785435676574707e-01 8.510088324546813965e-01 8.489612936973571777e-01
7.081710696220397949e-01 8.507230281829833984e-01 8.486790657043457031e-01
7.076634168624877930e-01 8.504370450973510742e-01 8.483967185020446777e-01
7.071555852890014648e-01 8.501508235931396484e-01 8.481141328811645508e-01
7.066476345062255859e-01 8.498644232749938965e-01 8.478313088417053223e-01
7.061395049095153809e-01 8.495777845382690430e-01 8.475483655929565430e-01
7.056311964988708496e-01 8.492910265922546387e-01 8.472652435302734375e-01
7.051227688789367676e-01 8.490040302276611328e-01 8.469818830490112305e-01
7.046141624450683594e-01 8.487167954444885254e-01 8.466984033584594727e-01
7.041054368019104004e-01 8.484294414520263672e-01 8.464146852493286133e-01
7.035965323448181152e-01 8.481418490409851074e-01 8.461307883262634277e-01
7.030875086784362793e-01 8.478540778160095215e-01 8.458467125892639160e-01
7.025783061981201172e-01 8.475660681724548340e-01 8.455624580383300781e-01
7.020689845085144043e-01 8.472779393196105957e-01 8.452779650688171387e-01
7.015594840049743652e-01 8.469895720481872559e-01 8.449933528900146484e-01
7.010498642921447754e-01 8.467010259628295898e-01 8.447085618972778320e-01
7.005400657653808594e-01 8.464122414588928223e-01 8.444235324859619141e-01
7.000301480293273926e-01 8.461232781410217285e-01 8.441383242607116699e-01
6.995200514793395996e-01 8.458341956138610840e-01 8.438529968261718750e-01
6.990098357200622559e-01 8.455448150634765625e-01 8.435674309730529785e-01
6.984995007514953613e-01 8.452553153038024902e-01 8.432816863059997559e-01
6.979889869689941406e-01 8.449656367301940918e-01 8.429957628250122070e-01
6.974783539772033691e-01 8.446757197380065918e-01 8.427096009254455566e-01
6.969675421714782715e-01 8.443856239318847656e-01 8.424233198165893555e-01
6.964566111564636230e-01 8.440952897071838379e-01 8.421368598937988281e-01
6.959455609321594238e-01 8.438048362731933594e-01 8.418501615524291992e-01
6.954343914985656738e-01 8.435141444206237793e-01 8.415633440017700195e-01
6.949230432510375977e-01 8.432232737541198730e-01 8.412763476371765137e-01
6.944115161895751953e-01 8.429322242736816406e-01 8.409891128540039062e-01
6.938999295234680176e-01 8.426409959793090820e-01 8.407016992568969727e-01
6.933881640434265137e-01 8.423495888710021973e-01 8.404141068458557129e-01
6.928762793540954590e-01 8.420579433441162109e-01 8.401263952255249023e-01
6.923642754554748535e-01 8.417661786079406738e-01 8.398384451866149902e-01
6.918521523475646973e-01 8.414741754531860352e-01 8.395503163337707520e-01
6.913398504257202148e-01 8.411819934844970703e-01 8.392620682716369629e-01
6.908274888992309570e-01 8.408896327018737793e-01 8.389735817909240723e-01
6.903149485588073730e-01 8.405970931053161621e-01 8.386849164962768555e-01
6.898022890090942383e-01 8.403043150901794434e-01 8.383960723876953125e-01
6.892894506454467773e-01 8.400114178657531738e-01 8.381070494651794434e-01
6.887765526771545410e-01 8.397182822227478027e-01 8.378178477287292480e-01
6.882634758949279785e-01 8.394249677658081055e-01 8.375284671783447266e-01
6.877502799034118652e-01 8.391314744949340820e-01 8.372389078140258789e-01
6.872370243072509766e-01 8.388378024101257324e-01 8.369491696357727051e-01
6.867235898971557617e-01 8.385439515113830566e-01 8.366593122482299805e-01
6.862100362777709961e-01 8.382499217987060547e-01 8.363692164421081543e-01
6.856963634490966797e-01 8.379557132720947266e-01 8.360789418220520020e-01
6.851825714111328125e-01 8.376612663269042969e-01 8.357884883880615234e-01
6.846686601638793945e-01 8.373667001724243164e-01 8.354978561401367188e-01
6.841546297073364258e-01 8.370718955993652344e-01 8.352070450782775879e-01
6.836404800415039062e-01 8.367769718170166016e-01 8.349161148071289062e-01
6.831262111663818359e-01 8.364818096160888672e-01 8.346249461174011230e-01
6.826118230819702148e-01 8.361864686012268066e-01 8.343335986137390137e-01
6.820973157882690430e-01 8.358909487724304199e-01 8.340420722961425781e-01
6.815826892852783203e-01 8.355953097343444824e-01 8.337504267692565918e-01
6.810679435729980469e-01 8.352994322776794434e-01 8.334585428237915039e-01
6.805531382560729980e-01 8.350033760070800781e-01 8.331665396690368652e-01
6.800381541252136230e-01 8.347071409225463867e-01 8.328742980957031250e-01
6.795231103897094727e-01 8.344107270240783691e-01 8.325819373130798340e-01
6.790078878402709961e-01 8.341141343116760254e-01 8.322893977165222168e-01
6.784926056861877441e-01 8.338173627853393555e-01 8.319966793060302734e-01
6.779772043228149414e-01 8.335204124450683594e-01 8.317037224769592285e-01
6.774616837501525879e-01 8.332232832908630371e-01 8.314106464385986328e-01
6.769460439682006836e-01 8.329259753227233887e-01 8.311173915863037109e-01
6.764302849769592285e-01 8.326284885406494141e-01 8.308240175247192383e-01
6.759144663810729980e-01 8.323308229446411133e-01 8.305304050445556641e-01
6.753985285758972168e-01 8.320329785346984863e-01 8.302366137504577637e-01
6.748824715614318848e-01 8.317349553108215332e-01 8.299426436424255371e-01
6.743662953376770020e-01 8.314367532730102539e-01 8.296485543251037598e-01
6.738500595092773438e-01 8.311383724212646484e-01 8.293542265892028809e-01
6.733337044715881348e-01 8.308398127555847168e-01 8.290598392486572266e-01
6.728172302246093750e-01 8.305411338806152344e-01 8.287651538848876953e-01
6.723006367683410645e-01 8.302422165870666504e-01 8.284703493118286133e-01
6.717839837074279785e-01 8.299431204795837402e-01 8.281753659248352051e-01
6.712672114372253418e-01 8.296439051628112793e-01 8.278802633285522461e-01
6.707503795623779297e-01 8.293444514274597168e-01 8.275849223136901855e-01
6.702333688735961914e-01 8.290448784828186035e-01 8.272894024848937988e-01
6.697163581848144531e-01 8.287450671195983887e-01 8.269937634468078613e-01
6.691991686820983887e-01 8.284451365470886230e-01 8.266979455947875977e-01
6.686819195747375488e-01 8.281450271606445312e-01 8.264019489288330078e-01
6.681646108627319336e-01 8.278447389602661133e-01 8.261057734489440918e-01
6.676471233367919922e-01 8.275442719459533691e-01 8.258094191551208496e-01
6.671296358108520508e-01 8.272436261177062988e-01 8.255129456520080566e-01
6.666119694709777832e-01 8.269428610801696777e-01 8.252162933349609375e-01
6.660943031311035156e-01 8.266418576240539551e-01 8.249194025993347168e-01
6.655764579772949219e-01 8.263407349586486816e-01 8.246223926544189453e-01
6.650585532188415527e-01 8.260393738746643066e-01 8.243252038955688477e-01
6.645405888557434082e-01 8.257378935813903809e-01 8.240278959274291992e-01
6.640225052833557129e-01 8.254362344741821289e-01 8.237303495407104492e-01
6.635043621063232422e-01 8.251343965530395508e-01 8.234326839447021484e-01
6.629860997200012207e-01 8.248324394226074219e-01 8.231348395347595215e-01
6.624677777290344238e-01 8.245302438735961914e-01 8.228368163108825684e-01
6.619493365287780762e-01 8.242279291152954102e-01 8.225386142730712891e-01
6.614308357238769531e-01 8.239253759384155273e-01 8.222402930259704590e-01
6.609122753143310547e-01 8.236227035522460938e-01 8.219417929649353027e-01
6.603935956954956055e-01 8.233198523521423340e-01 8.216431140899658203e-01
6.598748564720153809e-01 8.230168819427490234e-01 8.213442564010620117e-01
6.593559980392456055e-01 8.227136731147766113e-01 8.210452198982238770e-01
6.588370800018310547e-01 8.224103450775146484e-01 8.207460641860961914e-01
6.583181023597717285e-01 8.221068382263183594e-01 8.204467296600341797e-01
6.577990055084228516e-01 8.218031525611877441e-01 8.201472163200378418e-01
6.572798490524291992e-01 8.214992880821228027e-01 8.198475241661071777e-01
6.567606329917907715e-01 8.211953043937683105e-01 8.195477128028869629e-01
6.562413573265075684e-01 8.208911418914794922e-01 8.192476630210876465e-01
6.557219624519348145e-01 8.205868005752563477e-01 8.189475536346435547e-01
6.552025079727172852e-01 8.202822804450988770e-01 8.186472058296203613e-01
6.546829938888549805e-01 8.199776411056518555e-01 8.183467388153076172e-01
6.541634202003479004e-01 8.196727633476257324e-01 8.180460333824157715e-01
6.536437273025512695e-01 8.193678259849548340e-01 8.177452683448791504e-01
6.531239748001098633e-01 8.190626502037048340e-01 8.174442648887634277e-01
6.526041626930236816e-01 8.187573552131652832e-01 8.171431422233581543e-01
6.520842909812927246e-01 8.184518814086914062e-01 8.168418407440185547e-01
6.515643596649169922e-01 8.181462287902832031e-01 8.165403604507446289e-01
6.510443091392517090e-01 8.178403973579406738e-01 8.162387013435363770e-01
6.505242586135864258e-01 8.175344467163085938e-01 8.159369230270385742e-01
6.500040888786315918e-01 8.172283172607421875e-01 8.156350255012512207e-01
6.494838595390319824e-01 8.169220089912414551e-01 8.153328895568847656e-01
6.489635705947875977e-01 8.166155219078063965e-01 8.150306344032287598e-01
6.484432220458984375e-01 8.163089156150817871e-01 8.147282004356384277e-01
6.479228138923645020e-01 8.160021901130676270e-01 8.144255876541137695e-01
6.474023461341857910e-01 8.156952261924743652e-01 8.141228556632995605e-01
6.468818187713623047e-01 8.153881430625915527e-01 8.138199448585510254e-01
6.463611721992492676e-01 8.150808811187744141e-01 8.135168552398681641e-01
6.458405256271362305e-01 8.147734403610229492e-01 8.132136464118957520e-01
6.453198194503784180e-01 8.144659399986267090e-01 8.129102587699890137e-01
6.447990536689758301e-01 8.141582012176513672e-01 8.126066923141479492e-01
6.442782282829284668e-01 8.138502836227416992e-01 8.123029470443725586e-01
6.437573432922363281e-01 8.135422468185424805e-01 8.119991421699523926e-01
6.432363390922546387e-01 8.132340908050537109e-01 8.116950988769531250e-01
6.427153348922729492e-01 8.129256963729858398e-01 8.113909363746643066e-01
6.421942710876464844e-01 8.126171827316284180e-01 8.110865950584411621e-01
6.416732072830200195e-01 8.123084902763366699e-01 8.107820749282836914e-01
6.411520242691040039e-01 8.119996786117553711e-01 8.104774355888366699e-01
6.406307816505432129e-01 8.116906881332397461e-01 8.101726174354553223e-01
6.401095390319824219e-01 8.113815784454345703e-01 8.098676800727844238e-01
6.395881772041320801e-01 8.110722303390502930e-01 8.095625042915344238e-01
6.390668153762817383e-01 8.107628226280212402e-01 8.092572689056396484e-01
6.385453939437866211e-01 8.104531764984130859e-01 8.089518547058105469e-01
6.380239129066467285e-01 8.101434707641601562e-01 8.086462020874023438e-01
6.375024318695068359e-01 8.098335266113281250e-01 8.083404898643493652e-01
6.369808316230773926e-01 8.095234632492065430e-01 8.080345988273620605e-01
6.364592313766479492e-01 8.092132210731506348e-01 8.077285289764404297e-01
6.359375715255737305e-01 8.089028596878051758e-01 8.074222803115844727e-01
6.354158520698547363e-01 8.085923194885253906e-01 8.071159124374389648e-01
6.348941326141357422e-01 8.082816600799560547e-01 8.068094253540039062e-01
6.343723535537719727e-01 8.079708218574523926e-01 8.065027594566345215e-01
6.338505148887634277e-01 8.076598048210144043e-01 8.061959147453308105e-01
6.333286166191101074e-01 8.073486685752868652e-01 8.058889508247375488e-01
6.328067183494567871e-01 8.070374131202697754e-01 8.055818080902099609e-01
6.322847604751586914e-01 8.067259192466735840e-01 8.052745461463928223e-01
6.317627429962158203e-01 8.064143657684326172e-01 8.049671053886413574e-01
6.312407255172729492e-01 8.061026334762573242e-01 8.046594858169555664e-01
6.307186484336853027e-01 8.057907223701477051e-01 8.043517470359802246e-01
6.301965117454528809e-01 8.054786920547485352e-01 8.040438294410705566e-01
6.296743750572204590e-01 8.051664829254150391e-01 8.037357926368713379e-01
6.291521787643432617e-01 8.048540949821472168e-01 8.034275770187377930e-01
6.286299824714660645e-01 8.045416474342346191e-01 8.031192421913146973e-01
6.281077265739440918e-01 8.042289614677429199e-01 8.028107285499572754e-01
6.275854110717773438e-01 8.039161562919616699e-01 8.025020956993103027e-01
6.270630955696105957e-01 8.036032319068908691e-01 8.021932840347290039e-01
6.265407204627990723e-01 8.032901287078857422e-01 8.018843531608581543e-01
6.260183453559875488e-01 8.029769062995910645e-01 8.015752434730529785e-01
6.254959702491760254e-01 8.026635050773620605e-01 8.012659549713134766e-01
6.249734759330749512e-01 8.023499846458435059e-01 8.009565472602844238e-01
6.244510412216186523e-01 8.020362854003906250e-01 8.006470203399658203e-01
6.239285469055175781e-01 8.017224669456481934e-01 8.003373146057128906e-01
6.234059929847717285e-01 8.014084696769714355e-01 8.000274300575256348e-01
6.228834390640258789e-01 8.010943531990051270e-01 7.997174263000488281e-01
6.223608255386352539e-01 8.007800579071044922e-01 7.994073033332824707e-01
6.218382120132446289e-01 8.004656434059143066e-01 7.990970015525817871e-01
6.213155984878540039e-01 8.001510500907897949e-01 7.987865209579467773e-01
6.207929253578186035e-01 7.998363375663757324e-01 7.984759807586669922e-01
6.202702522277832031e-01 7.995215058326721191e-01 7.981652021408081055e-01
6.197475790977478027e-01 7.992064952850341797e-01 7.978543639183044434e-01
6.192248463630676270e-01 7.988913655281066895e-01 7.975432872772216797e-01
6.187021136283874512e-01 7.985760569572448730e-01 7.972320914268493652e-01
6.181793212890625000e-01 7.982605695724487305e-01 7.969207763671875000e-01
6.176565289497375488e-01 7.979450225830078125e-01 7.966093420982360840e-01
6.171337366104125977e-01 7.976292967796325684e-01 7.962977290153503418e-01
6.166108846664428711e-01 7.973133921623229980e-01 7.959859371185302734e-01
6.160880923271179199e-01 7.969974279403686523e-01 7.956740260124206543e-01
6.155652403831481934e-01 7.966812252998352051e-01 7.953619956970214844e-01
6.150423288345336914e-01 7.963649630546569824e-01 7.950497865676879883e-01
6.145194768905639648e-01 7.960485219955444336e-01 7.947373986244201660e-01
6.139965653419494629e-01 7.957319021224975586e-01 7.944249510765075684e-01
6.134736537933349609e-01 7.954151630401611328e-01 7.941123247146606445e-01
6.129506826400756836e-01 7.950983047485351562e-01 7.937995195388793945e-01
6.124277710914611816e-01 7.947812676429748535e-01 7.934865951538085938e-01
6.119047999382019043e-01 7.944641113281250000e-01 7.931735515594482422e-01
6.113818287849426270e-01 7.941468358039855957e-01 7.928603291511535645e-01
6.108588576316833496e-01 7.938293814659118652e-01 7.925469875335693359e-01
6.103358864784240723e-01 7.935118079185485840e-01 7.922335267066955566e-01
6.098129153251647949e-01 7.931941151618957520e-01 7.919198870658874512e-01
6.092898845672607422e-01 7.928762435913085938e-01 7.916060686111450195e-01
6.087669134140014648e-01 7.925581932067871094e-01 7.912921905517578125e-01
6.082438826560974121e-01 7.922400832176208496e-01 7.909781336784362793e-01
6.077208518981933594e-01 7.919217944145202637e-01 7.906638979911804199e-01
6.071978211402893066e-01 7.916033864021301270e-01 7.903496026992797852e-01
6.066747903823852539e-01 7.912847995758056641e-01 7.900351285934448242e-01
6.061518192291259766e-01 7.909660935401916504e-01 7.897204756736755371e-01
6.056287288665771484e-01 7.906472682952880859e-01 7.894057035446166992e-01
6.051056981086730957e-01 7.903283238410949707e-01 7.890908122062683105e-01
6.045826673507690430e-01 7.900092005729675293e-01 7.887758016586303711e-01
6.040596365928649902e-01 7.896899580955505371e-01 7.884606122970581055e-01
6.035366058349609375e-01 7.893705368041992188e-01 7.881453037261962891e-01
6.030135750770568848e-01 7.890509963035583496e-01 7.878298163414001465e-01
6.024905443191528320e-01 7.887313365936279297e-01 7.875142097473144531e-01
6.019675135612487793e-01 7.884115576744079590e-01 7.871984839439392090e-01
6.014444828033447266e-01 7.880915999412536621e-01 7.868826389312744141e-01
6.009214520454406738e-01 7.877715229988098145e-01 7.865666151046752930e-01
6.003984212875366211e-01 7.874513268470764160e-01 7.862504720687866211e-01
5.998753905296325684e-01 7.871309518814086914e-01 7.859342098236083984e-01
5.993523597717285156e-01 7.868105173110961914e-01 7.856177687644958496e-01
5.988293886184692383e-01 7.864898443222045898e-01 7.853012084960937500e-01
5.983063578605651855e-01 7.861691117286682129e-01 7.849845290184020996e-01
5.977833867073059082e-01 7.858482003211975098e-01 7.846677303314208984e-01
5.972604155540466309e-01 7.855271697044372559e-01 7.843507528305053711e-01
5.967374444007873535e-01 7.852060198783874512e-01 7.840336561203002930e-01
5.962144732475280762e-01 7.848847508430480957e-01 7.837163805961608887e-01
5.956915020942687988e-01 7.845633029937744141e-01 7.833990454673767090e-01
5.951685905456542969e-01 7.842417359352111816e-01 7.830815315246582031e-01
5.946456193923950195e-01 7.839200496673583984e-01 7.827638983726501465e-01
5.941227078437805176e-01 7.835982441902160645e-01 7.824460864067077637e-01
5.935997962951660156e-01 7.832762598991394043e-01 7.821282148361206055e-01
5.930769443511962891e-01 7.829541563987731934e-01 7.818101644515991211e-01
5.925540924072265625e-01 7.826319336891174316e-01 7.814919948577880859e-01
5.920311808586120605e-01 7.823095917701721191e-01 7.811737060546875000e-01
5.915083885192871094e-01 7.819871306419372559e-01 7.808552384376525879e-01
5.909855365753173828e-01 7.816644906997680664e-01 7.805366516113281250e-01
5.904627442359924316e-01 7.813417315483093262e-01 7.802179455757141113e-01
5.899399518966674805e-01 7.810188531875610352e-01 7.798991203308105469e-01
5.894171595573425293e-01 7.806957960128784180e-01 7.795801758766174316e-01
5.888944268226623535e-01 7.803726792335510254e-01 7.792610526084899902e-01
5.883716940879821777e-01 7.800494432449340820e-01 7.789418101310729980e-01
5.878490209579467773e-01 7.797260284423828125e-01 7.786225080490112305e-01
5.873262882232666016e-01 7.794024944305419922e-01 7.783029675483703613e-01
5.868036746978759766e-01 7.790788412094116211e-01 7.779833674430847168e-01
5.862810015678405762e-01 7.787550091743469238e-01 7.776635885238647461e-01
5.857583880424499512e-01 7.784311175346374512e-01 7.773437500000000000e-01
5.852357745170593262e-01 7.781070470809936523e-01 7.770237326622009277e-01
5.847132205963134766e-01 7.777828574180603027e-01 7.767035961151123047e-01
5.841906666755676270e-01 7.774585485458374023e-01 7.763833403587341309e-01
5.836681723594665527e-01 7.771341204643249512e-01 7.760629057884216309e-01
5.831456780433654785e-01 7.768095731735229492e-01 7.757424116134643555e-01
5.826232433319091797e-01 7.764848470687866211e-01 7.754217386245727539e-01
5.821008086204528809e-01 7.761600613594055176e-01 7.751009464263916016e-01
5.815784335136413574e-01 7.758350968360900879e-01 7.747800946235656738e-01
5.810560584068298340e-01 7.755100131034851074e-01 7.744590044021606445e-01
5.805336833000183105e-01 7.751848101615905762e-01 7.741378545761108398e-01
5.800114274024963379e-01 7.748595476150512695e-01 7.738165855407714844e-01
5.794891119003295898e-01 7.745340466499328613e-01 7.734951376914978027e-01
5.789669156074523926e-01 7.742084860801696777e-01 7.731736302375793457e-01
5.784446597099304199e-01 7.738828063011169434e-01 7.728519439697265625e-01
5.779225230216979980e-01 7.735569477081298828e-01 7.725301384925842285e-01
5.774003863334655762e-01 7.732310295104980469e-01 7.722082138061523438e-01
5.768782496452331543e-01 7.729049324989318848e-01 7.718862295150756836e-01
5.763562321662902832e-01 7.725787162780761719e-01 7.715640664100646973e-01
5.758341550827026367e-01 7.722524404525756836e-01 7.712417244911193848e-01
5.753121972084045410e-01 7.719259858131408691e-01 7.709193229675292969e-01
5.747902393341064453e-01 7.715994119644165039e-01 7.705968022346496582e-01
